itemId,sourceMcId,sourceMcTitle,description,targetDetectedMcIds,targetSplitMcIds,shouldSplit,caseType,split
1727,103,Электрика,"Установка автоматов в новостройка. Делаю монтаж щита, работаем по договору. опыт 5 лет. расчет по смете. оперативный выезд.",[103],[],False,single_direct,train
1728,110,Гипсокартон,Монтаж профилей. Демонтаж дверных коробок в составе ремонта. чисто и в срок. оперативный выезд.,"[110, 111]",[],False,multi_service_no_split,test
1729,106,Поклейка обоев,"Выполняю:
- шпаклевка под обои
- выравнивание стен под плитку в комплексе
работаем с 2016 года
стоимость после осмотра","[105, 106]",[],False,bullets_mixed,val
1730,101,Ремонт квартир и домов под ключ,"Ремонт с черновой и чистовой отделкой во вторичке. Потолок из гкла, шлифовка потолка и другие этапы выполняем в составе ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. работаем с 2016 года. поможем с материалом.","[101, 111, 110, 107, 109]",[],False,turnkey_no_split,train
1731,108,Штукатурные работы,Ремонт штукатурки. Можем отдельно выравнивание стен гипсокартоном. чисто и в срок. оперативный выезд.,"[108, 110]",[110],True,multi_service_split,train
1732,102,Сантехника,"Установка унитаза. Берем отдельно вывод под кондиционер, берем отдельно обрызг грунт накрывка. без посредников. есть свободные даты.","[102, 103, 108]","[103, 108]",True,multi_service_split,train
1733,108,Штукатурные работы,Штукатурка потолка по сетке. Берем отдельно обои под покраску. по договоренности. оперативный выезд.,"[106, 108]",[106],True,multi_service_split,train
1734,101,Ремонт квартир и домов под ключ,Ремонт с черновой и чистовой отделкой в квартире. При необходимости отдельно облицовка фартука также отдельно прокладка труб. с опытом 8 лет. без скрытых доплат. пишите в чат.,"[101, 105, 102]","[105, 102]",True,turnkey_split,train
1735,110,Гипсокартон,"Обшивка потолка гкл в кухня. Делаю перегородка в комнате, аккуратно. бригада с опытом 12 лет. стоимость после осмотра. оперативный выезд.",[110],[],False,single_direct,train
1736,105,Укладка плитки,плитка по диагонали /потолок в ванной бригада лс,"[104, 105]",[],False,noisy_short,test
1737,101,Ремонт квартир и домов под ключ,Ремонт квартиры полностью в коттедже. Отдельно скрытый карниз в потолке при необходимости отдельно подготовка стен под обои также отдельно стыковка рисунка обоев выполняем отдельно демонтаж в ванной. опыт 5 лет. стоимость после осмотра. оперативный выезд.,"[101, 104, 108, 106, 111]","[104, 108, 106, 111]",True,turnkey_split,train
1738,105,Укладка плитки,"Плитка на кухне в вторичка. Делаю подрезка керамогранита, выезд на замер. частный мастер с опытом 7 лет. расчет по смете. есть свободные даты.",[105],[],False,single_direct,train
1739,108,Штукатурные работы,Подготовка стен под покраску. Натяжной потолок после залива в составе ремонта. аккуратно. звоните.,"[104, 108]",[],False,multi_service_no_split,train
1740,102,Сантехника,Установка фильтров воды. Берем отдельно штукатурка откосов. работаем по договору. звоните.,"[102, 108]",[108],True,multi_service_split,train
1741,110,Гипсокартон,"Выравнивание стен гипсокартоном в коммерческое помещение. Делаю перегородка в комнате, выезд на замер. с опытом 8 лет. без скрытых доплат. пишите в чат.",[110],[],False,single_direct,val
1742,101,Ремонт квартир и домов под ключ,"Полный цикл отделочных работ для дома. Обшивка гклом / обшивка гклом и другие этапы выполняем как часть ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. бригада с опытом 12 лет. по договоренности.","[101, 110, 106, 103, 107]",[],False,turnkey_no_split,val
1743,111,Демонтажные работы,Демонтаж дверных коробок. Выполняем отдельно ремонт помещений под ключ. аккуратно. пишите в чат.,"[101, 111]",[101],True,multi_service_split,val
1744,101,Ремонт квартир и домов под ключ,"Генподряд на ремонт для квартиры. Штукатурка потолка, гкл и другие этапы выполняем в рамках комплекса. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт 5 лет. без посредников.","[101, 108, 110]",[],False,turnkey_no_split,train
1745,101,Ремонт квартир и домов под ключ,"Выполняем весь комплекс работ для квартиры. Укладка керамогранита, металлопластиковые трубы и другие этапы выполняем все работы одной бригадой. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. частный мастер с опытом 7 лет. по договоренности.","[101, 104, 102, 105]",[],False,turnkey_no_split,train
1746,108,Штукатурные работы,"Штукатурка газобетона в дом. Делаю выравнивание стен, поэтапная оплата. с опытом 8 лет. цена обсуждается. можно сегодня.",[108],[],False,single_direct,train
1747,102,Сантехника,"Выполняю:
- установка водонагревателя
- виниловые обои как отдельную услугу
• ремонт под сдачу можно заказать отдельно
- потолок в коридоре
бригада с опытом 12 лет
стоимость после осмотра","[101, 102, 104, 106]","[101, 106]",True,bullets_mixed,train
1748,101,Ремонт квартир и домов под ключ,Ремонт ванной под ключ в квартире. Отдельно выведение углов выполняем отдельно облицовка ступеней плиткой при необходимости отдельно полная замена проводки. частный мастер с опытом 7 лет. цены адекватные. звоните.,"[101, 108, 105, 103]","[108, 105, 103]",True,turnkey_split,train
1749,103,Электрика,"Электрика под ключ. Также отдельно обои под покраску, можем отдельно ремонт с нуля под ключ. поэтапная оплата. звоните.","[101, 103, 106]","[101, 106]",True,multi_service_split,val
1750,104,Натяжные потолки,"Ниша под шторы в студия. Делаю контурная подсветка потолка, поэтапная оплата. работаем с 2016 года. стоимость после осмотра. отвечу на вопросы.",[104],[],False,single_direct,train
1751,101,Ремонт квартир и домов под ключ,"Выполняю:
- ремонт дома под ключ
- побелка потолка можно заказать отдельно
бригада с опытом 12 лет
выезд и расчет бесплатно","[101, 107]",[107],True,bullets_mixed,train
1752,101,Ремонт квартир и домов под ключ,"Ремонт объекта полностью в новостройке. Укладка клеевого кварцвинила, укладка клеевого кварцвинила и другие этапы выполняем как часть ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. частный мастер с опытом 7 лет. выезд на замер.","[101, 111, 105, 102, 109]",[],False,turnkey_no_split,train
1753,103,Электрика,"Выполняю:
- монтаж щита
- монтаж сантехники беру как самостоятельную работу
• укладка пробки отдельно
частный мастер с опытом 7 лет
цена обсуждается","[102, 103, 109]","[102, 109]",True,bullets_mixed,train
1754,109,Напольные покрытия,"Напольные покрытия в кухня. Делаю самовыравнивающийся пол, выезд на замер. опыт более 10 лет. расчет по смете. звоните.",[109],[],False,single_direct,train
1755,102,Сантехника,"Сантехника в вторичка. Делаю ремонт унитаза, выезд на замер. бригада с опытом 12 лет. выезд и расчет бесплатно. звоните.",[102],[],False,single_direct,test
1756,106,Поклейка обоев,"Поклейка стеклообоев в квартира. Делаю текстильные обои, поможем с материалом. с опытом 8 лет. стоимость после осмотра. пишите в чат.",[106],[],False,single_direct,val
1757,104,Натяжные потолки,Контурная подсветка потолка. Также отдельно плитка на кухне. с гарантией. есть свободные даты.,"[104, 105]",[105],True,multi_service_split,test
1758,101,Ремонт квартир и домов под ключ,"Ремонт квартиры полностью в новостройке. Короб под подсветку, короб под подсветку и другие этапы выполняем как часть ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт 5 лет. аккуратно.","[101, 110, 105]",[],False,turnkey_no_split,train
1759,105,Укладка плитки,"Укладка крупноформатной плитки. Выполняем отдельно сантехнические работы, делаем отдельно демонтаж окон. без посредников. отвечу на вопросы.","[102, 105, 111]","[102, 111]",True,multi_service_split,train
1760,111,Демонтажные работы,"Разбор мебели в коттедж. Делаю демонтаж в санузле, аккуратно. с опытом 8 лет. расчет по смете. звоните.",[111],[],False,single_direct,train
1761,101,Ремонт квартир и домов под ключ,Комплексный ремонт квартиры в квартире. Отдельно разбор мебели также отдельно замена напольного покрытия. опыт 5 лет. цена обсуждается. отвечу на вопросы.,"[101, 111, 109]","[111, 109]",True,turnkey_split,train
1762,104,Натяжные потолки,устранение пореза потолка +монтаж канализации выезд лс,"[102, 104]",[102],True,noisy_short,val
1763,101,Ремонт квартир и домов под ключ,"Полное обновление квартиры для дома. Поклейка фотообоев, сатиновые потолки и другие этапы выполняем в рамках комплекса. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. работаем с 2016 года. поможем с материалом.","[101, 106, 104, 102]",[],False,turnkey_no_split,train
1764,109,Напольные покрытия,"Электрический теплый пол в комната. Делаю замена порожков, по договоренности. частный мастер с опытом 7 лет. стоимость после осмотра. звоните.",[109],[],False,single_direct,train
1765,106,Поклейка обоев,Поклейка обоев в квартире. Делаем отдельно восстановление штукатурного слоя. смета после осмотра. отвечу на вопросы.,"[106, 108]",[108],True,multi_service_split,train
1766,101,Ремонт квартир и домов под ключ,Выполняем весь комплекс работ в квартире. Делаем отдельно полипропиленовые трубы при необходимости отдельно огнестойкий гипсокартон берем отдельно поклейка обоев. частный мастер с опытом 7 лет. расчет по смете. отвечу на вопросы.,"[101, 102, 110, 106]","[102, 110, 106]",True,turnkey_split,train
1767,101,Ремонт квартир и домов под ключ,"Ремонт новостройки под ключ для дома. Установка смесителя, установка смесителя и другие этапы выполняем как часть ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. с опытом 8 лет. аккуратно.","[101, 103, 102, 108]",[],False,turnkey_no_split,val
1768,109,Напольные покрытия,"Сухая стяжка в кухня. Делаю монтаж OSB на пол, по договоренности. работаем с 2016 года. выезд и расчет бесплатно. есть свободные даты.",[109],[],False,single_direct,train
1769,101,Ремонт квартир и домов под ключ,Генподряд на ремонт в офисе. Также отдельно укладка замкового кварцвинила выполняем отдельно подрезка наплывов. работаем с 2016 года. расчет по смете. отвечу на вопросы.,"[101, 109, 108]","[109, 108]",True,turnkey_split,train
1770,102,Сантехника,"Ремонт сантехники в коммерческое помещение. Делаю установка унитаза, с гарантией. опыт более 10 лет. без скрытых доплат. пишите в чат.",[102],[],False,single_direct,train
1771,103,Электрика,"Подключение светильников в санузел. Делаю полная замена проводки, с гарантией. работаем с 2016 года. цена обсуждается. можно сегодня.",[103],[],False,single_direct,train
1772,101,Ремонт квартир и домов под ключ,Отделка под ключ в офисе. Отдельно перегородка для зонирования при необходимости отдельно шлифовка потолка также отдельно демонтаж в санузле. опыт 5 лет. стоимость после осмотра. отвечу на вопросы.,"[101, 110, 107, 111]","[110, 107, 111]",True,turnkey_split,val
1773,105,Укладка плитки,Облицовка пола керамогранитом. Демонтаж в ванной как часть ремонта. поэтапная оплата. пишите в чат.,"[105, 111]",[],False,multi_service_no_split,test
1774,101,Ремонт квартир и домов под ключ,Комплексная отделка в офисе. Можем отдельно каркас под гипсокартон отдельно штукатурка потолка. с опытом 8 лет. стоимость после осмотра. можно сегодня.,"[101, 110, 108]","[110, 108]",True,turnkey_split,test
1775,101,Ремонт квартир и домов под ключ,Ведем ремонт полностью в офисе. Можем отдельно демонтаж штукатурки отдельно монтаж натяжных потолков. бригада с опытом 12 лет. стоимость после осмотра. звоните.,"[101, 111, 104]","[111, 104]",True,turnkey_split,val
1776,101,Ремонт квартир и домов под ключ,"Ремонт с нуля под ключ для квартиры. Укладка пвх плитки, укладка ПВХ плитки и другие этапы выполняем все работы одной бригадой. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт 5 лет. чисто и в срок.","[101, 105, 109, 102, 111]",[],False,turnkey_no_split,train
1777,103,Электрика,"Замена узо в коммерческое помещение. Делаю черновая электрика, работаем по договору. опыт 5 лет. цена обсуждается. есть свободные даты.",[103],[],False,single_direct,train
1778,110,Гипсокартон,"Фальшстена из гкла в комната. Делаю гвл, аккуратно. опыт 5 лет. цена обсуждается. можно сегодня.",[110],[],False,single_direct,train
1779,101,Ремонт квартир и домов под ключ,"Ремонт комнаты под ключ во вторичке. Обход карниза, финишная отделка под покраску и другие этапы выполняем комплексом. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. работаем с 2016 года. поэтапная оплата.","[101, 104, 111, 107]",[],False,turnkey_no_split,train
1780,101,Ремонт квартир и домов под ключ,Ремонт под сдачу в офисе. Отдельно установка точечных светильников в потолок при необходимости отдельно плитка в туалете выполняем отдельно монтаж канализации выполняем отдельно демонтаж сантехники. бригада с опытом 12 лет. цена обсуждается. отвечу на вопросы.,"[101, 104, 105, 102, 111]","[104, 105, 102, 111]",True,turnkey_split,val
1781,108,Штукатурные работы,"Выполняю:
• штукатурка кирпичных стен в комплексе
- замена арматуры бачка
опыт 5 лет
без скрытых доплат","[102, 108]",[],False,bullets_mixed,train
1782,107,Малярные работы,Покраска гкла. При необходимости отдельно малярный флизелин. выезд на замер. звоните.,"[106, 107]",[106],True,multi_service_split,test
1783,111,Демонтажные работы,"Демонтаж окон в кухня. Делаю резка перегородок, аккуратно. с опытом 8 лет. без скрытых доплат. звоните.",[111],[],False,single_direct,train
1784,105,Укладка плитки,"Укладка плитки елочкой в коммерческое помещение. Делаю ремонт плиточного покрытия, смета после осмотра. частный мастер с опытом 7 лет. цены адекватные. звоните.",[105],[],False,single_direct,train
1785,109,Напольные покрытия,Укладка пвх плитки в офис. Делаю монтаж плинтуса / поможем с материалом. опыт 5 лет. выезд и расчет бесплатно. отвечу на вопросы.,[109],[],False,single_direct,train
1786,110,Гипсокартон,Каркас под гипсокартон. Укладка массива в составе ремонта / обои под покраску как часть ремонта. с гарантией. есть свободные даты.,"[106, 109, 110]",[],False,multi_service_no_split,test
1787,109,Напольные покрытия,"Замена напольного покрытия. Выполняем отдельно монтаж потолка в новостройке, отдельно выравнивание стен гипсокартоном. с гарантией. отвечу на вопросы.","[104, 109, 110]","[104, 110]",True,multi_service_split,train
1788,107,Малярные работы,"Выполняю:
- окраска после шпаклевки в комплексе
• потолок в коридоре
- замена проводки можно заказать отдельно
• укладка пола в квартире как отдельную услугу
опыт 5 лет
цена обсуждается","[103, 104, 107, 109]","[103, 109]",True,bullets_mixed,train
1789,107,Малярные работы,Шлифовка потолка. Финишная штукатурка под ключ без дробления на этапы. поможем с материалом. пишите в чат.,"[107, 108]",[],False,multi_service_no_split,train
1790,101,Ремонт квартир и домов под ключ,Ремонт с черновой и чистовой отделкой в офисе. Выполняем отдельно финишная шпаклевка при необходимости отдельно алмазная резка проемов можем отдельно укладка плитки 120х60. с опытом 8 лет. расчет по смете. есть свободные даты.,"[101, 107, 111, 105]","[107, 111, 105]",True,turnkey_split,train
1791,109,Напольные покрытия,Снятие ламината в дом. Делаю наливной пол / аккуратно. работаем с 2016 года. цены адекватные. можно сегодня.,[109],[],False,single_direct,train
1792,109,Напольные покрытия,Сухая стяжка в вторичка. Делаю ковровое покрытие / смета после осмотра. работаем с 2016 года. цена обсуждается. пишите в чат.,[109],[],False,single_direct,val
1793,105,Укладка плитки,"Декоративная раскладка плитки в коттедж. Делаю облицовка фартука, работаем по договору. опыт более 10 лет. без скрытых доплат. отвечу на вопросы.",[105],[],False,single_direct,train
1794,110,Гипсокартон,"Короб из гипсокартона в коттедж. Делаю гкл, работаем по договору. опыт 5 лет. расчет по смете. оперативный выезд.",[110],[],False,single_direct,train
1795,108,Штукатурные работы,Штукатурка дверных проемов в санузел. Делаю штукатурка санузла / смета после осмотра. частный мастер с опытом 7 лет. без скрытых доплат. можно сегодня.,[108],[],False,single_direct,train
1796,110,Гипсокартон,потолочные конструкции гкл +интернет кабель частник чат,"[103, 110]",[103],True,noisy_short,train
1797,110,Гипсокартон,Подвесной потолок из гипсокартона. Замена сифона комплексом. с гарантией. пишите в чат.,"[102, 110]",[],False,multi_service_no_split,val
1798,111,Демонтажные работы,"Алмазная резка проемов. Ремонт обоев комплексом, установка полотенцесушителя в составе ремонта. выезд на замер. пишите в чат.","[102, 106, 111]",[],False,multi_service_no_split,train
1799,109,Напольные покрытия,"Выполняю:
• монтаж плинтуса
• потолки ПВХ можно заказать отдельно
- ремонт комнаты под ключ в комплексе
с опытом 8 лет
расчет по смете","[101, 104, 109]",[104],True,bullets_mixed,train
1800,104,Натяжные потолки,световой потолок /укладка ламината выезд лс,"[104, 109]",[],False,noisy_short,train
1801,101,Ремонт квартир и домов под ключ,Комплексная отделка в квартире. Берем отдельно монтаж трековых светильников можем отдельно гидроизоляция под плитку при необходимости отдельно штукатурка потолка по сетке берем отдельно монтаж сантехники. бригада с опытом 12 лет. расчет по смете. оперативный выезд.,"[101, 103, 105, 108, 102]","[103, 105, 108, 102]",True,turnkey_split,test
1802,103,Электрика,"Выполняю:
- замена розеток по ситуации
- демонтаж откосов
- покраска в два слоя можно заказать отдельно
с опытом 8 лет
цена обсуждается","[103, 107, 111]",[107],True,bullets_mixed,val
1803,102,Сантехника,Установка унитаза. Можем отдельно гидроизоляция под плитку. по договоренности. звоните.,"[102, 105]",[105],True,multi_service_split,train
1804,101,Ремонт квартир и домов под ключ,"Комплексная переделка квартиры для квартиры. Укладка плитки на балконе, установка розеток и другие этапы выполняем под ключ без дробления на этапы. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. работаем с 2016 года. поможем с материалом.","[101, 107, 103, 105, 108]",[],False,turnkey_no_split,train
1805,101,Ремонт квартир и домов под ключ,Берем объект целиком в квартире. При необходимости отдельно интернет кабель можем отдельно ремонт штукатурки. с опытом 8 лет. цены адекватные. есть свободные даты.,"[101, 103, 108]","[103, 108]",True,turnkey_split,train
1806,105,Укладка плитки,"Укладка керамической плитки в вторичка. Делаю укладка плитки на пол, работаем по договору. бригада с опытом 12 лет. без скрытых доплат. есть свободные даты.",[105],[],False,single_direct,val
1807,101,Ремонт квартир и домов под ключ,"Ремонт жилья под ключ во вторичке. Покраска кистью, покраска кистью и другие этапы выполняем все работы одной бригадой. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. бригада с опытом 12 лет. поможем с материалом.","[101, 107, 110]",[],False,turnkey_no_split,train
1808,110,Гипсокартон,Монтаж профилей. Отдельно потолок в комнате. аккуратно. можно сегодня.,"[104, 110]",[104],True,multi_service_split,train
1809,101,Ремонт квартир и домов под ключ,Комплекс работ по ремонту в офисе. Берем отдельно подрезка керамогранита можем отдельно поклейка стеклообоев при необходимости отдельно покраска дверей. частный мастер с опытом 7 лет. стоимость после осмотра. есть свободные даты.,"[101, 105, 106, 107]","[105, 106, 107]",True,turnkey_split,train
1810,111,Демонтажные работы,Демонтаж в санузле в коттедж. Делаю демонтаж кухни / чисто и в срок. опыт более 10 лет. цены адекватные. оперативный выезд.,[111],[],False,single_direct,train
1811,107,Малярные работы,Ремонт сколов на стенах. Подключение сантехники под ключ без дробления на этапы. выезд на замер. есть свободные даты.,"[102, 107]",[],False,multi_service_no_split,train
1812,104,Натяжные потолки,"Выполняю:
- парящий потолок
- замена автомата
бригада с опытом 12 лет
выезд и расчет бесплатно","[103, 104]",[],False,bullets_mixed,val
1813,101,Ремонт квартир и домов под ключ,Комплексный ремонт квартиры в офисе. Отдельно установка водонагревателя также отдельно врезка светильников отдельно грунтовка стен делаем отдельно подключение варочной панели. опыт более 10 лет. цена обсуждается. есть свободные даты.,"[101, 102, 104, 107, 103]","[102, 104, 107, 103]",True,turnkey_split,train
1814,102,Сантехника,"Подключение стиральной машины. Делаем отдельно ремонт плиточного покрытия, при необходимости отдельно перегородка для зонирования. по договоренности. звоните.","[102, 105, 110]","[105, 110]",True,multi_service_split,train
1815,106,Поклейка обоев,"Малярный флизелин в вторичка. Делаю метровые обои, без посредников. опыт 5 лет. выезд и расчет бесплатно. звоните.",[106],[],False,single_direct,train
1816,106,Поклейка обоев,"Шпаклевка под обои в офис. Делаю текстильные обои, чисто + в срок. частный мастер с опытом 7 лет. расчет по смете. оперативный выезд.",[106],[],False,single_direct,test
1817,109,Напольные покрытия,"Укладка spc. Штукатурка потолка по сетке все работы одной бригадой, монтаж коллектора воды комплексом. поможем с материалом. звоните.","[102, 108, 109]",[],False,multi_service_no_split,train
1818,108,Штукатурные работы,"Нивелирование перепадов. Берем отдельно финишная отделка под покраску, при необходимости отдельно укладка плитки на балконе. без посредников. пишите в чат.","[105, 107, 108]","[105, 107]",True,multi_service_split,val
1819,104,Натяжные потолки,Световой потолок. При необходимости отдельно подрезка обоев у плинтуса. поэтапная оплата. пишите в чат.,"[104, 106]",[106],True,multi_service_split,train
1820,104,Натяжные потолки,"Установка вентиляционных решеток в потолок в студия. Делаю тканевые потолки, без посредников. бригада с опытом 12 лет. без скрытых доплат. звоните.",[104],[],False,single_direct,train
1821,108,Штукатурные работы,Штукатурка санузла. Ремонт унитаза все работы одной бригадой. по договоренности. звоните.,"[102, 108]",[],False,multi_service_no_split,train
1822,104,Натяжные потолки,"Скрытый карниз в потолке в вторичка. Делаю теневой потолок, аккуратно. опыт 5 лет. выезд и расчет бесплатно. звоните.",[104],[],False,single_direct,train
1823,110,Гипсокартон,"Перегородка для зонирования в комната. Делаю зашивка труб гипсокартоном, поможем с материалом. бригада с опытом 12 лет. стоимость после осмотра. пишите в чат.",[110],[],False,single_direct,train
1824,101,Ремонт квартир и домов под ключ,"Ремонт под ключ с гарантией во вторичке. Ремонт натяжного потолка, демонтаж плитки и другие этапы выполняем как часть ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. с опытом 8 лет. без посредников.","[101, 111, 104]",[],False,turnkey_no_split,val
1825,107,Малярные работы,покраска в квартире +потолок с треками срочно звоните,"[104, 107]",[104],True,noisy_short,train
1826,101,Ремонт квартир и домов под ключ,"Отделка под ключ для дома. Грубое выравнивание стен, демонтаж натяжного потолка + другие этапы выполняем в составе ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт 5 лет. с гарантией.","[101, 104, 106, 108, 110]",[],False,turnkey_no_split,train
1827,101,Ремонт квартир и домов под ключ,"Ремонт комнаты под ключ для дома. Сантехнические работы, зашивка труб гипсокартоном и другие этапы выполняем в составе ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. с опытом 8 лет. без посредников.","[101, 108, 102, 107, 110]",[],False,turnkey_no_split,train
1828,109,Напольные покрытия,"Ковровое покрытие в коммерческое помещение. Делаю сухая стяжка, без посредников. с опытом 8 лет. выезд и расчет бесплатно. можно сегодня.",[109],[],False,single_direct,test
1829,103,Электрика,"Вызов электрика в комната. Делаю услуги электрика, аккуратно. бригада с опытом 12 лет. выезд и расчет бесплатно. есть свободные даты.",[103],[],False,single_direct,val
1830,106,Поклейка обоев,Поклейка обоев на кухне. Выполняем отдельно подключение светильников. по договоренности. отвечу на вопросы.,"[103, 106]",[103],True,multi_service_split,train
1831,101,Ремонт квартир и домов под ключ,Ремонт помещения целиком в офисе. Выполняем отдельно снос перегородок также отдельно резка плитки. с опытом 8 лет. цены адекватные. звоните.,"[101, 111, 105]","[111, 105]",True,turnkey_split,test
1832,101,Ремонт квартир и домов под ключ,"Выполняю:
• ремонт под ключ с гарантией по ситуации
- электрика в квартире можно заказать отдельно
- натяжные потолки можно заказать отдельно
• каркас под гипсокартон отдельно
опыт 5 лет
цена обсуждается","[101, 103, 104, 110]","[103, 104, 110]",True,bullets_mixed,train
1833,105,Укладка плитки,Облицовка фартука. Демонтаж паркета все работы одной бригадой. поможем с материалом. есть свободные даты.,"[105, 111]",[],False,multi_service_no_split,train
1834,101,Ремонт квартир и домов под ключ,Ремонт для проживания под ключ в офисе. Берем отдельно оклейка ниш и откосов также отдельно фотопечать на потолке. частный мастер с опытом 7 лет. расчет по смете. можно сегодня.,"[101, 106, 104]","[106, 104]",True,turnkey_split,val
1835,101,Ремонт квартир и домов под ключ,Ремонт с нуля под ключ в офисе. Выполняем отдельно вывод под кондиционер берем отдельно ниша под шторы из гипсокартона берем отдельно укладка ПВХ плитки. опыт более 10 лет. цены адекватные. есть свободные даты.,"[101, 103, 110, 109]","[103, 110, 109]",True,turnkey_split,val
1836,111,Демонтажные работы,"Демонтаж стяжки в коттедж. Делаю снятие плинтусов, поможем с материалом. с опытом 8 лет. стоимость после осмотра. есть свободные даты.",[111],[],False,single_direct,train
1837,101,Ремонт квартир и домов под ключ,Комплексный ремонт дома в квартире. Делаем отдельно серпянка на швы гкл можем отдельно установка душевого уголка также отдельно укладка кафеля также отдельно стяжка пола. с опытом 8 лет. расчет по смете. есть свободные даты.,"[101, 110, 102, 105, 109]","[110, 102, 105, 109]",True,turnkey_split,train
1838,101,Ремонт квартир и домов под ключ,"Ремонт с материалами в санузел. Делаю генподряд на ремонт, поможем с материалом. с опытом 8 лет. стоимость после осмотра. оперативный выезд.",[101],[],False,single_direct,train
1839,101,Ремонт квартир и домов под ключ,"Ремонт дома под ключ в новостройке. Укладка клинкера, укладка ламината и другие этапы выполняем в составе ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. с опытом 8 лет. поэтапная оплата.","[101, 105, 110, 107, 109]",[],False,turnkey_no_split,test
1840,103,Электрика,сборка электрощита /ремонт сколов на стенах /штукатурка по маякам срочно звоните,"[103, 107, 108]",[],False,noisy_short,train
1841,101,Ремонт квартир и домов под ключ,"Полный цикл отделочных работ для дома. Слив воды с потолка, слив воды с потолка и другие этапы выполняем как часть ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. частный мастер с опытом 7 лет. поможем с материалом.","[101, 102, 104]",[],False,turnkey_no_split,train
1842,111,Демонтажные работы,Демонтаж плитки. Выполняем отдельно полная отделка квартиры. поэтапная оплата. можно сегодня.,"[101, 111]",[101],True,multi_service_split,train
1843,101,Ремонт квартир и домов под ключ,Весь цикл ремонта в доме. Берем отдельно ремонт обоев можем отдельно резной потолок также отдельно замена стояка. опыт более 10 лет. стоимость после осмотра. оперативный выезд.,"[101, 106, 104, 102]","[106, 104, 102]",True,turnkey_split,train
1844,107,Малярные работы,"Покраска потолка в санузел. Делаю малярные работы, без посредников. опыт 5 лет. стоимость после осмотра. отвечу на вопросы.",[107],[],False,single_direct,train
1845,101,Ремонт квартир и домов под ключ,"Ремонт кухни под ключ для квартиры. Выведение углов под покраску, укладка пробки и другие этапы выполняем под ключ без дробления на этапы. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. частный мастер с опытом 7 лет. по договоренности.","[101, 111, 109, 107]",[],False,turnkey_no_split,test
1846,110,Гипсокартон,гипсокартон под ключ /моющаяся краска частник лс,"[107, 110]",[],False,noisy_short,train
1847,111,Демонтажные работы,"Демонтаж дверных коробок в новостройка. Делаю демонтаж унитаза, без посредников. работаем с 2016 года. расчет по смете. можно сегодня.",[111],[],False,single_direct,train
1848,101,Ремонт квартир и домов под ключ,Ремонт с инженерией и отделкой в коттедже. Берем отдельно штукатурка откосов выполняем отдельно подготовка стен после обоев делаем отдельно плитка в ванной также отдельно двухуровневый потолок гкл. частный мастер с опытом 7 лет. выезд и расчет бесплатно. оперативный выезд.,"[101, 108, 107, 105, 110]","[108, 107, 105, 110]",True,turnkey_split,train
